建案名稱,最近日期,最早日期,報告次數,警戒次數,行動次數,alert次數,相關廠商,風險因子,原始檔名範例
同助-蓮園心邑日,2026-01-13,2026-01-13,4,13,0,0,,,1121207同助-蓮園心邑日報告.pdf; 1130109同助-蓮園心邑日報告.pdf
專案日,2026-01-13,2026-01-13,1,0,2,0,,,內湖區石潭段四小段新建工程-專案日報告書-2025-12-22 00_00.pdf
112建字第0105號工地,2026-01-13,2026-01-13,1,1,0,0,,,112建字第0105號工地監測報告_114年09月10日.pdf
蓮園心邑,2026-01-13,2026-01-13,1,3,0,0,,,蓮園心邑-安全監測報告112.10.19.pdf
台北市內湖區康寧段集合住宅新建工程,2026-01-13,2026-01-13,2,0,3,0,,,地球營造-台北市內湖區康寧段集合住宅新建工程 1130524.pdf; 地球營造-台北市內湖區康寧段集合住宅新建工程 1130514.pdf
0.11501-02,2026-01-12,2026-01-12,1,0,1,0,,,0.11501-02.pdf
富德納骨塔設施新建工程 (1),2026-01-12,2026-01-12,1,2,0,0,,,富德納骨塔設施新建工程20250923 (1).pdf
富德納骨塔設施新建工程監測月報,2026-01-12,2026-01-09,2,3,1,0,,,202512富德納骨塔設施新建工程監測月報.pdf; 202508富德納骨塔設施新建工程監測月報.pdf
恆合-錦西街    日,2026-01-12,2026-01-09,4,12,0,0,,,恆合-錦西街    日報表 114.12.08.pdf; 恆合-錦西街    日報表 114.12.11.pdf
112建字第0177號11月14日,2026-01-12,2026-01-12,1,2,3,0,,,112建字第0177號11月14日監測報告.pdf
112建字第0177號10月14日,2026-01-12,2026-01-12,1,1,3,0,,,112建字第0177號10月14日監測報告.pdf
112建字第0177號09月12日,2026-01-12,2026-01-12,1,2,3,0,,,112建字第0177號09月12日監測報告.pdf
112建字第0177號08月12日,2026-01-12,2026-01-12,1,1,3,1,,,112建字第0177號08月12日監測報告.pdf
112建字第0177號07月12日,2026-01-12,2026-01-12,1,1,2,2,,,112建字第0177號07月12日監測報告.pdf
112建字第0177號06月21日,2026-01-12,2026-01-12,1,2,2,0,,,112建字第0177號06月21日監測報告.pdf
112建字第0177號05月21日,2026-01-12,2026-01-12,1,3,6,0,,,112建字第0177號05月21日監測報告.pdf
112建字第0177號03月24日,2026-01-12,2026-01-12,1,3,2,0,,,112建字第0177號03月24日監測報告.pdf
112建字第0177號01月01日,2026-01-12,2026-01-12,1,1,3,0,,,112建字第0177號01月01日監測報告.pdf
112建字第0177號12月11日,2026-01-12,2026-01-12,1,1,3,0,,,112建字第0177號12月11日監測報告.pdf
113.08.19第十次,2026-01-12,2026-01-12,1,1,0,0,,,113.08.19第十次觀測報告.pdf
114.9.29第五十八次,2026-01-12,2026-01-12,1,3,0,0,,,114.9.29第五十八次觀測報告.pdf
114.10.30第五十九次,2026-01-12,2026-01-12,1,1,0,0,,,114.10.30第五十九次觀測報告.pdf
開誠和境內湖康寧段,2026-01-12,2026-01-12,18,26,83,0,,,開誠和境內湖康寧段1120201觀測報告.pdf; 開誠和境內湖康寧段1111222觀測報告.pdf
水井初值,2026-01-12,2026-01-12,1,1,0,0,,,1131217-水井初值.pdf
全樂-士林永平段日,2026-01-12,2026-01-12,1,3,3,0,,,1120829全樂-士林永平段日報告.pdf
115.01.01日,2026-01-12,2026-01-12,1,2,0,0,,,115.01.01日報表(璞真宇見) .pdf
114.12.22日,2026-01-12,2026-01-12,1,1,0,0,,,114.12.22日報表(璞真宇見) .pdf
長見中山北路,2026-01-12,2026-01-12,1,1,0,0,,,長見中山北路1141224.pdf
長春段-捷運暨基地監測39,2026-01-12,2026-01-09,2,2,2,0,,,長春段-捷運暨基地監測39週報告 (1141214-1220)更正.pdf; 長春段-捷運暨基地監測39週報告 (1141214-1220).pdf
兩廳院(古蹟)()NO.34,2026-01-12,2026-01-12,1,0,1,0,,,兩廳院(古蹟)(1141223)NO.34.pdf
兩廳院(古蹟)()NO.33,2026-01-12,2026-01-12,1,1,1,0,,,兩廳院(古蹟)(1141217)NO.33.pdf
兩廳院(古蹟)()NO.32,2026-01-12,2026-01-12,1,0,1,0,,,兩廳院(古蹟)(1141210)NO.32.pdf
兩廳院(古蹟)()NO.19-修正版1,2026-01-12,2026-01-12,1,0,2,0,,,兩廳院(古蹟)(1140910)NO.19-修正版1.pdf
兩廳院(古蹟)()NO.18-修正版1,2026-01-12,2026-01-12,1,1,3,0,,,兩廳院(古蹟)(1140903)NO.18-修正版1.pdf
兩廳院(基地)()NO.34,2026-01-12,2026-01-12,1,3,0,0,,,兩廳院(基地)(1141223)NO.34.pdf
兩廳院(基地)()NO.33,2026-01-12,2026-01-12,1,2,0,0,,,兩廳院(基地)(1141217)NO.33.pdf
兩廳院(基地)()NO.32,2026-01-12,2026-01-12,1,2,0,0,,,兩廳院(基地)(1141210)NO.32.pdf
建義建設懷生段新建工程,2026-01-09,2026-01-09,1,0,1,0,,,1141203建義建設懷生段新建工程.pdf
114.12.11第六十一次,2026-01-09,2026-01-09,1,3,0,0,,,114.12.11第六十一次觀測報告.pdf
信義雙星二期1225,2026-01-09,2026-01-09,1,2,0,0,,,信義雙星二期1225觀測報告.pdf
信義雙星二期1222,2026-01-09,2026-01-09,1,2,0,0,,,信義雙星二期1222觀測報告.pdf
大龍段()NO.61,2026-01-09,2026-01-09,1,1,0,0,,,大龍段(1141223)NO.61.pdf
長春段-捷運暨基地監測40,2026-01-09,2026-01-09,1,1,0,0,,,長春段-捷運暨基地監測40週報告 (1141221-1227).pdf
信義雙星二期1229,2026-01-09,2026-01-09,1,5,0,0,,,信義雙星二期1229觀測報告.pdf
至善路,2026-01-09,2026-01-09,1,0,2,0,,,至善路1141225.pdf
文昌217店鋪()NO.199,2026-01-09,2026-01-09,1,1,0,0,,,文昌217店鋪(1141226)NO.199.pdf
文昌217店鋪()NO.197,2026-01-09,2026-01-09,1,2,0,0,,,文昌217店鋪(1141219)NO.197.pdf
文昌217店鋪()NO.198,2026-01-09,2026-01-09,1,1,0,0,,,文昌217店鋪(1141223)NO.198.pdf
國土大將1217,2026-01-09,2026-01-09,1,0,2,0,,,國土大將1217觀測報告.pdf
國土大將1210,2026-01-09,2026-01-09,1,0,2,0,,,國土大將1210觀測報告.pdf
國土大將0812,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0812觀測報告.pdf
國土大將0729,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0729觀測報告.pdf
國土大將0722,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0722觀測報告.pdf
國土大將0708,2026-01-09,2026-01-09,1,0,0,1,,,國土大將0708觀測報告.pdf
國土大將0711,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0711觀測報告.pdf
國土大將0701,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0701觀測報告.pdf
國土大將0627,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0627觀測報告.pdf
國土大將0617,2026-01-09,2026-01-09,1,1,0,0,,,國土大將0617觀測報告.pdf
國土大將0613,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0613觀測報告.pdf
國土大將0606,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0606觀測報告.pdf
國土大將0527,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0527觀測報告.pdf
國土大將0516,2026-01-09,2026-01-09,1,0,1,0,,,國土大將0516觀測報告.pdf
信義雙星二期0102,2026-01-09,2026-01-09,1,5,0,0,,,信義雙星二期0102觀測報告.pdf
士林區蘭雅段新建案工地,2026-01-09,2026-01-09,1,2,0,0,,,士林區蘭雅段新建案工地監測報告_114年12月29日.pdf
