序號,建照字號,建案名稱,雲端服務,Drive PDF,系統 PDF,覆蓋率,警戒次數,行動次數,Alert次數,最近警戒日期,最新報告,距今天數,狀態
1,"110建字第0167號","忠孝勤靜大樓新建工程","Google Drive",168,7,4%,0,0,0,,2026-04-13,0,in_progress
2,"113建字第0120號","","Google Drive",14,0,-,0,0,0,,2026-04-13,0,not_uploaded
3,"111建字第0318號","","Google Drive",61,0,-,0,0,0,,2026-04-13,0,not_uploaded
4,"112建字第0177號","","Google Drive",19,85,100%,17,30,3,2026-01-12,2026-04-13,0,completed
5,"111建字第0276號","連雲玥恒","Google Drive",94,11,11%,0,0,0,,2026-04-13,0,in_progress
6,"111建字第1688號","","Google Drive",107,0,-,0,0,0,,2026-04-13,0,not_uploaded
7,"111建字第0348號","","Google Drive",48,36,75%,0,0,0,,2026-04-13,0,in_progress
8,"110建字第0196號","","Google Drive",141,0,-,0,0,0,,2026-04-07,6,not_uploaded
9,"112建字第0080號","天母段三小段39、40等二筆地號新建工程工地","Google Drive",48,2,4%,20,9,0,2026-01-14,2026-04-02,11,in_progress
10,"112建字第0031號","","Google Drive",84,0,-,0,0,0,,2026-04-02,11,not_uploaded
11,"111建字第0060號","","Google Drive",26,0,-,0,0,0,,2026-04-02,11,not_uploaded
12,"112建字第0051號","","Google Drive",31,0,-,0,0,0,,2026-04-02,11,not_uploaded
13,"111建字第0111號","","Google Drive",81,0,-,0,0,0,,2026-04-02,11,not_uploaded
14,"111建字第0095號","","Google Drive",91,0,-,0,0,0,,2026-04-02,11,not_uploaded
15,"110建字第0279號","","Google Drive",26,0,-,0,0,0,,2026-04-02,11,not_uploaded
16,"110建字第0315號","","Google Drive",74,0,-,0,0,0,,2026-04-02,11,not_uploaded
17,"112建字第0189號","","Google Drive",33,0,-,0,0,0,,2026-04-02,11,not_uploaded
18,"110建字第0360號","","Google Drive",233,0,-,0,0,0,,2026-04-02,11,not_uploaded
19,"110建字第0112號","","Google Drive",119,0,-,0,0,0,,2026-04-02,11,not_uploaded
20,"112建字第0276號","","Google Drive",38,0,-,0,0,0,,2026-04-02,11,not_uploaded
21,"111建字第0082號","","Google Drive",150,0,-,0,0,0,,2026-04-01,12,not_uploaded
22,"110建字第0243號","","Google Drive",194,0,-,0,0,0,,2026-04-01,12,not_uploaded
23,"109建字第0027號","台肥南港C4辦公大樓新建工程 ()-專案","Google Drive",14,7,50%,0,0,0,,2026-04-01,12,in_progress
24,"109建字第0262號","","Google Drive",177,0,-,0,0,0,,2026-04-01,12,not_uploaded
25,"109建字第0122號","","Google Drive",329,0,-,0,0,0,,2026-04-01,12,not_uploaded
26,"112建字第0056號","利晉緯成","Google Drive",351,1,0%,21,18,2,2026-01-14,2026-04-01,12,in_progress
27,"112建字第0289號","","Google Drive",61,0,-,0,0,0,,2026-04-01,12,not_uploaded
28,"110建字第0221號","","Google Drive",141,0,-,0,0,0,,2026-04-01,12,not_uploaded
29,"111建字第0245號","","Google Drive",88,0,-,0,0,0,,2026-04-01,12,not_uploaded
30,"112建字第0146號","","Google Drive",70,0,-,0,0,0,,2026-04-01,12,not_uploaded
31,"111建字第0065號","","Google Drive",43,0,-,0,0,0,,2026-03-02,42,not_uploaded
32,"110建字第0241號","","Google Drive",2,0,-,0,0,0,,2026-03-02,42,not_uploaded
33,"110建字第0052號","","Google Drive",30,0,-,0,0,0,,2026-03-02,42,not_uploaded
34,"110建字第0089號","","Google Drive",36,0,-,0,0,0,,2026-03-02,42,not_uploaded
35,"107建字第0232號","","Google Drive",18,0,-,0,0,0,,2026-03-02,42,not_uploaded
36,"108建字第0122號","","Google Drive",88,0,-,0,0,0,,2026-03-02,42,not_uploaded
37,"111建字第0002號","","Google Drive",5,0,-,0,0,0,,2026-03-02,42,not_uploaded
38,"111建字第0015號","","Google Drive",1,0,-,0,0,0,,2026-03-02,42,not_uploaded
39,"110建字第0342號","","Google Drive",3,0,-,0,0,0,,2026-03-02,42,not_uploaded
40,"112建字第0068號","","Google Drive",41,0,-,0,0,0,,2026-03-02,42,not_uploaded
41,"110建字第0277號","","Google Drive",9,0,-,0,0,0,,2026-03-02,42,not_uploaded
42,"107建字第0245號","","Google Drive",71,0,-,0,0,0,,2026-03-02,42,not_uploaded
43,"110建字第0249號","","Google Drive",31,0,-,0,0,0,,2026-03-02,42,not_uploaded
44,"109建字第0159號","","Google Drive",65,0,-,0,0,0,,2026-03-02,42,not_uploaded
45,"109建字第0048號","","Google Drive",86,0,-,0,0,0,,2026-03-02,42,not_uploaded
46,"111建字第0182號","","Google Drive",54,0,-,0,0,0,,2026-03-02,42,not_uploaded
47,"109建字第0233號","","Google Drive",84,0,-,0,0,0,,2026-03-02,42,not_uploaded
48,"110建字第0301號","","Google Drive",20,0,-,0,0,0,,2026-03-02,42,not_uploaded
49,"111建字第0006號","","Google Drive",27,0,-,0,0,0,,2026-03-02,42,not_uploaded
50,"110建字第0100號","","Google Drive",36,0,-,0,0,0,,2026-03-02,42,not_uploaded
51,"109建字第0240號","","Google Drive",28,0,-,0,0,0,,2026-03-02,42,not_uploaded
52,"111建字第0147號","","Google Drive",33,0,-,0,0,0,,2026-03-02,42,not_uploaded
53,"113建字第5688號","","Google Drive",30,0,-,0,0,0,,2026-02-11,61,not_uploaded
54,"112建字第0040號","","Google Drive",52,0,-,0,0,0,,2026-02-11,61,not_uploaded
55,"113建字第0143號","","Google Drive",27,0,-,0,0,0,,2026-02-11,61,not_uploaded
56,"107建字第0091號","","Google Drive",61,0,-,0,0,0,,2026-02-11,61,not_uploaded
57,"113建字第0091號","","Google Drive",18,0,-,0,0,0,,2026-02-11,61,not_uploaded
58,"112建字第0100號","","Google Drive",45,0,-,0,0,0,,2026-02-11,61,not_uploaded
59,"111建字第0068號","","Google Drive",80,0,-,0,0,0,,2026-02-11,61,not_uploaded
60,"113建字第0026號","","Google Drive",57,0,-,0,0,0,,2026-02-11,61,not_uploaded
61,"112建字第0158號","","Google Drive",16,0,-,0,0,0,,2026-02-11,61,not_uploaded
62,"110建字第0150號","","Google Drive",53,0,-,0,0,0,,2026-02-11,61,not_uploaded
63,"111建字第0315號","","Google Drive",25,0,-,0,0,0,,2026-02-11,61,not_uploaded
64,"112建字第0033號","","Google Drive",124,0,-,0,0,0,,2026-02-11,61,not_uploaded
65,"111建字第0227號","","Google Drive",62,0,-,0,0,0,,2026-02-11,61,not_uploaded
66,"112建字第0163號","","Google Drive",14,0,-,0,0,0,,2026-02-11,61,not_uploaded
67,"111建字第0298號","","Google Drive",11,0,-,0,0,0,,2026-02-11,61,not_uploaded
68,"112建字第0209號","","Google Drive",32,0,-,0,0,0,,2026-02-11,61,not_uploaded
69,"112建字第0252號","","Google Drive",70,0,-,0,0,0,,2026-02-11,61,not_uploaded
70,"110建字第0210號","","Google Drive",11,0,-,0,0,0,,2026-02-11,61,not_uploaded
71,"113建字第0031號","","Google Drive",20,0,-,0,0,0,,2026-02-11,61,not_uploaded
72,"112建字第0269號","","Google Drive",78,0,-,0,0,0,,2026-02-11,61,not_uploaded
73,"112建字第1688號","","Google Drive",83,0,-,0,0,0,,2026-02-11,61,not_uploaded
74,"112建字第0081號","","Google Drive",35,0,-,0,0,0,,2026-02-11,61,not_uploaded
75,"111建字第0191號","","Google Drive",79,0,-,0,0,0,,2026-02-11,61,not_uploaded
76,"112建字第0087號","","Google Drive",325,0,-,0,0,0,,2026-02-11,61,not_uploaded
77,"112建字第0268號","","Google Drive",57,0,-,0,0,0,,2026-02-11,61,not_uploaded
78,"112建字第0055號","新建工程114.2.","Google Drive",39,38,97%,4,4,0,2026-01-13,2026-02-11,61,in_progress
79,"111建字第0136號","","Google Drive",105,0,-,0,0,0,,2026-02-11,61,not_uploaded
80,"113建字第0218號","","Google Drive",40,0,-,0,0,0,,2026-02-11,61,not_uploaded
81,"111建字第0097號","","Google Drive",85,0,-,0,0,0,,2026-02-11,61,not_uploaded
82,"112建字第0278號","","Google Drive",18,0,-,0,0,0,,2026-02-11,61,not_uploaded
83,"112建字第0156號","","Google Drive",67,0,-,0,0,0,,2026-02-11,61,not_uploaded
84,"112建字第0238號","","Google Drive",60,0,-,0,0,0,,2026-02-11,61,not_uploaded
85,"113建字第0062號","","Google Drive",81,0,-,0,0,0,,2026-02-11,61,not_uploaded
86,"113建字第0007號","","Google Drive",176,0,-,0,0,0,,2026-02-11,61,not_uploaded
87,"113建字第0030號","","Google Drive",18,0,-,0,0,0,,2026-02-11,61,not_uploaded
88,"112建字第0191號","建照資料","Google Drive",36,1,2%,0,0,0,,2026-02-11,61,in_progress
89,"112建字第0227號","","Google Drive",92,0,-,0,0,0,,2026-02-11,61,not_uploaded
90,"113建字第0121號","","Google Drive",62,0,-,0,0,0,,2026-02-11,61,not_uploaded
91,"112建字第0083號","","Google Drive",79,0,-,0,0,0,,2026-02-11,61,not_uploaded
92,"111建字第0091號","","Google Drive",70,0,-,0,0,0,,2026-02-11,61,not_uploaded
93,"113建字第0051號","","Google Drive",12,0,-,0,0,0,,2026-02-11,61,not_uploaded
94,"113建字第0049號","","Google Drive",33,0,-,0,0,0,,2026-02-11,61,not_uploaded
95,"111建字第0083號","","Google Drive",28,0,-,0,0,0,,2026-02-11,61,not_uploaded
96,"113建字第0028號","","Google Drive",80,0,-,0,0,0,,2026-02-11,61,not_uploaded
97,"113建字第0259號","","Google Drive",9,0,-,0,0,0,,2026-02-11,61,not_uploaded
98,"112建字第0096號","","Google Drive",54,0,-,0,0,0,,2026-02-11,61,not_uploaded
99,"112建字第0105號","","Google Drive",4,3,75%,1,0,0,2026-01-13,2026-02-11,61,in_progress
100,"110建字第0256號","","Google Drive",31,0,-,0,0,0,,2026-02-11,61,not_uploaded
101,"113建字第0087號","","Google Drive",25,0,-,0,0,0,,2026-02-11,61,not_uploaded
102,"111建字第0208號","","Google Drive",168,0,-,0,0,0,,2026-02-11,61,not_uploaded
103,"112建字第0078號","","Google Drive",58,58,100%,0,0,0,,2026-02-11,61,completed
104,"111建字第0129號","","Google Drive",102,0,-,0,0,0,,2026-02-11,61,not_uploaded
105,"112建字第0218號","","Google Drive",70,0,-,0,0,0,,2026-02-11,61,not_uploaded
106,"112建字第0262號","","Google Drive",102,0,-,0,0,0,,2026-02-11,61,not_uploaded
107,"112建字第0208號","","Google Drive",54,0,-,0,0,0,,2026-02-11,61,not_uploaded
108,"112建字第0138號","","Google Drive",90,0,-,0,0,0,,2026-02-11,61,not_uploaded
109,"113建字第0056號","","Google Drive",13,0,-,0,0,0,,2026-02-11,61,not_uploaded
110,"109建字第0246號","","Google Drive",131,0,-,0,0,0,,2026-02-11,61,not_uploaded
111,"112建字第0140號","","Google Drive",97,0,-,0,0,0,,2026-02-11,61,not_uploaded
112,"113建字第0140號","","Google Drive",60,0,-,0,0,0,,2026-02-11,61,not_uploaded
113,"112建字第0006號","安全","Google Drive",24,67,100%,0,0,0,,2026-02-11,61,completed
114,"113建字第0186號","","Google Drive",2,0,-,0,0,0,,2026-02-11,61,not_uploaded
115,"111建字第0272號","","Google Drive",216,0,-,0,0,0,,2026-02-11,61,not_uploaded
116,"113建字第0061號","","Google Drive",21,0,-,0,0,0,,2026-02-11,61,not_uploaded
117,"112建字第0219號","","Google Drive",39,0,-,0,0,0,,2026-02-11,61,not_uploaded
118,"111建字第0053號","","Google Drive",87,0,-,0,0,0,,2026-02-11,61,not_uploaded
119,"113建字第0099號","","Google Drive",33,0,-,0,0,0,,2026-02-11,61,not_uploaded
120,"111建字第0252號","建照資料","Google Drive",82,1,1%,0,0,0,,2026-02-11,61,in_progress
121,"110建字第0295號","","Google Drive",46,0,-,0,0,0,,2026-02-11,61,not_uploaded
122,"112建字第0178號","","Google Drive",39,0,-,0,0,0,,2026-02-11,61,not_uploaded
123,"111建字第0140號","","Google Drive",213,0,-,0,0,0,,2026-02-11,61,not_uploaded
124,"112建字第0059號","","Google Drive",18,0,-,0,0,0,,2026-02-11,61,not_uploaded
125,"113建字第8899號","","Google Drive",26,0,-,0,0,0,,2026-02-11,61,not_uploaded
126,"112建字第0071號","","Google Drive",9,0,-,0,0,0,,2026-02-11,61,not_uploaded
127,"113建字第0041號","","Google Drive",81,0,-,0,0,0,,2026-02-11,61,not_uploaded
128,"111建字第0122號","","Google Drive",341,0,-,0,0,0,,2026-02-11,61,not_uploaded
129,"113建字第0182號","","Google Drive",23,0,-,0,0,0,,2026-02-11,61,not_uploaded
130,"113建字第0208號","","Google Drive",22,0,-,0,0,0,,2026-02-11,61,not_uploaded
131,"112建字第0220號","","Google Drive",89,0,-,0,0,0,,2026-02-11,61,not_uploaded
132,"113建字第0080號","","Google Drive",33,0,-,0,0,0,,2026-02-11,61,not_uploaded
133,"113建字第0008號","","Google Drive",56,0,-,0,0,0,,2026-02-11,61,not_uploaded
134,"113建字第0248號","","Google Drive",134,0,-,0,0,0,,2026-01-19,84,not_uploaded
135,"112建字第0119號","","Google Drive",68,0,-,0,0,0,,2026-01-05,98,not_uploaded
136,"111建字第0249號","","Google Drive",52,0,-,0,0,0,,2026-01-05,98,not_uploaded
137,"113建字第8888號","","Google Drive",12,0,-,0,0,0,,2026-01-05,98,not_uploaded
138,"111建字第0142號","","Google Drive",80,0,-,0,0,0,,2026-01-05,98,not_uploaded
139,"111建字第0321號","","Google Drive",56,56,100%,0,0,0,,2025-12-29,105,completed
140,"106建字第0111號","","Google Drive",99,0,-,0,0,0,,2025-12-29,105,not_uploaded
141,"110建字第0230號","","Google Drive",121,0,-,0,0,0,,2025-12-22,112,not_uploaded
142,"113建字第0098號","","Google Drive",97,0,-,0,0,0,,2025-12-22,112,not_uploaded
143,"112建字第0027號","力寶榮星工地","Google Drive",67,65,97%,11,17,0,2026-01-19,2025-12-15,119,in_progress
144,"110建字第0117號","北市_高田誠美知寓遼寧街工地","Google Drive",77,77,100%,14,0,0,2026-01-19,2025-12-15,119,completed
145,"110建字第0285號","","Google Drive",45,0,-,0,0,0,,2025-12-15,119,not_uploaded
146,"110建字第0171號","","Google Drive",77,0,-,0,0,0,,2025-12-15,119,not_uploaded
147,"111建字第0207號","","Google Drive",106,0,-,0,0,0,,2025-12-15,119,not_uploaded
148,"111建字第0080號","","Google Drive",394,0,-,0,0,0,,2025-12-09,125,not_uploaded
149,"111建字第0186號","","Google Drive",38,0,-,0,0,0,,2025-12-09,125,not_uploaded
150,"112建字第0165號","","Google Drive",19,0,-,0,0,0,,2025-12-09,125,not_uploaded
151,"109建字第0089號","","Google Drive",113,0,-,0,0,0,,2025-12-09,125,not_uploaded
152,"110建字第0222號","北市_-日安吉林","Google Drive",39,39,100%,37,23,0,2026-01-13,2025-12-09,125,completed
153,"110建字第0377號","","Google Drive",48,0,-,0,0,0,,2025-12-09,125,not_uploaded
154,"114建字第0052號","","Google Drive",1,0,-,0,0,0,,2025-12-09,125,not_uploaded
155,"110建字第0172號","","Google Drive",46,0,-,0,0,0,,2025-12-09,125,not_uploaded
156,"111建字第0307號","","Google Drive",195,0,-,0,0,0,,2025-12-09,125,not_uploaded
157,"114建字第0022號","","Google Drive",12,0,-,0,0,0,,2025-12-09,125,not_uploaded
158,"110建字第0051號","","Google Drive",32,0,-,0,0,0,,2025-12-09,125,not_uploaded
159,"110建字第0329號","","Google Drive",46,0,-,0,0,0,,2025-12-09,125,not_uploaded
160,"110建字第0103號","","Google Drive",31,0,-,0,0,0,,2025-12-09,125,not_uploaded
161,"110建字第0147號","","Google Drive",57,0,-,0,0,0,,2025-12-09,125,not_uploaded
162,"108建字第0009號","","Google Drive",13,0,-,0,0,0,,2025-12-09,125,not_uploaded
163,"110建字第0062號","","Google Drive",55,0,-,0,0,0,,2025-12-09,125,not_uploaded
164,"111建字第0120號","","Google Drive",39,0,-,0,0,0,,2025-12-09,125,not_uploaded
165,"110建字第0359號","","Google Drive",27,0,-,0,0,0,,2025-12-09,125,not_uploaded
166,"110建字第0086號","","Google Drive",137,0,-,0,0,0,,2025-12-09,125,not_uploaded
167,"110建字第0175號","","Google Drive",4,0,-,0,0,0,,2025-12-09,125,not_uploaded
168,"112建字第0052號","","Google Drive",49,0,-,0,0,0,,2025-12-09,125,not_uploaded
169,"113建字第0153號","","Google Drive",2,0,-,0,0,0,,2025-12-09,125,not_uploaded
170,"114建字第0059號","","Google Drive",23,0,-,0,0,0,,2025-12-09,125,not_uploaded
171,"111建字第0232號","","Google Drive",12,0,-,0,0,0,,2025-12-09,125,not_uploaded
172,"108建字第0211號","","Google Drive",46,0,-,0,0,0,,2025-12-09,125,not_uploaded
173,"110建字第0016號","","Google Drive",100,0,-,0,0,0,,2025-12-09,125,not_uploaded
174,"112建字第0257號","","Google Drive",52,0,-,0,0,0,,2025-12-09,125,not_uploaded
175,"111建字第0112號","","Google Drive",16,16,100%,0,1,0,2026-01-13,2025-12-09,125,completed
176,"112建字第0062號","","Google Drive",53,0,-,0,0,0,,2025-12-09,125,not_uploaded
177,"111建字第0188號","","Google Drive",256,0,-,0,0,0,,2025-12-05,129,not_uploaded
